id,bod,datum,votes_pro,votes_proti,votes_zdrzel,votes_nehlasoval,prihlaseno,vysledek,nazev
56455,40,0,53,37,17,21,128,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56456,40,0,108,10,9,2,129,A,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56457,0,0,139,4,4,2,149,A,Po%u0159ad%20sch%u016Fze
56458,0,0,134,2,20,0,156,A,Po%u0159ad%20sch%u016Fze
56459,2,0,105,43,31,9,188,A,Novela%20z.%20o%20hospoda%u0159en%ED%20energi%ED%20-%20EU
56460,3,0,67,105,9,1,182,R,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d
56461,3,0,105,73,6,3,187,A,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d
56462,3,0,177,2,7,3,189,A,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d
56463,3,0,102,77,6,3,188,A,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d
56464,4,0,39,109,30,10,188,R,Novela%20z.%20o%20%FAzemn%EDm%20pl%E1nov.%20a%20staveb.%20%u0159%E1du%20%28stavebn%ED%20z%E1kon%29%20-%20EU
56465,4,0,122,18,34,14,188,A,Novela%20z.%20o%20%FAzemn%EDm%20pl%E1nov.%20a%20staveb.%20%u0159%E1du%20%28stavebn%ED%20z%E1kon%29%20-%20EU
56466,5,0,9,103,44,32,188,R,Novela%20z.%20o%20v%FDkonu%20%FAstavn%ED%20v%FDchovy
56467,5,0,171,0,17,0,188,A,Novela%20z.%20o%20v%FDkonu%20%FAstavn%ED%20v%FDchovy
56468,6,0,76,96,16,0,188,R,Novela%20z.%20na%20ochranu%20zv%ED%u0159at%20proti%20t%FDr%E1n%ED%20-%20EU
56469,6,0,176,3,2,1,182,A,Novela%20z.%20na%20ochranu%20zv%ED%u0159at%20proti%20t%FDr%E1n%ED%20-%20EU
56470,7,0,79,99,2,0,180,R,Novela%20z.%20o%20st%E1tn%ED%20soci%E1ln%ED%20podpo%u0159e
56471,7,0,143,8,5,24,180,A,Novela%20z.%20o%20st%E1tn%ED%20soci%E1ln%ED%20podpo%u0159e
56472,8,0,153,0,27,0,180,A,Novela%20z.%20-%20insolven%u010Dn%ED%20z%E1kon
56473,9,0,141,0,36,1,178,A,Novela%20z.%20o%20ochran%u011B%20hospod%E1%u0159sk%E9%20sout%u011B%u017Ee
56474,149,0,46,22,9,2,79,A,P%EDsemn%E1%20interpelace%20B.%20Petra%20na%20M.%20Kubu%20ve%20v%u011Bci%20zpracov%E1n%ED%20st%E1tn%ED%20ener
56475,149,0,28,1,13,0,42,R,P%EDsemn%E1%20interpelace%20M.%20V%E1ni%20na%20P.%20Ne%u010Dase%20ve%20v%u011Bci%20v%20jak%E9m%20stavu%20je%20na%u0161
56476,149,0,54,50,2,0,106,A,P%EDsemn%E1%20interpelace%20M.%20V%E1ni%20na%20P.%20Ne%u010Dase%20ve%20v%u011Bci%20v%20jak%E9m%20stavu%20je%20na%u0161
56477,149,0,55,51,6,0,112,R,P%EDsemn%E1%20interpelace%20M.%20V%E1ni%20na%20P.%20Ne%u010Dase%20ve%20v%u011Bci%20Vl%E1da%20je%20soci%E1ln%u011B%20ne
56478,97,0,107,1,12,0,120,A,Doh.mezi%20vl%E1dou%20%u010CR%20a%20vl%E1dou%20St%E1tu%20Katar%20o%20leteck%E9%20doprav%u011B
56479,98,0,97,1,26,2,126,A,%DAml.o%20potla%u010D.%20protipr%E1vn%EDch%20%u010Din%u016F%20souvis.%20s%20mezin%E1r.letectv%EDm
56480,99,0,109,0,20,2,131,A,Doh.%20o%20zalo%u017Een%ED%20Evropsk%E9%20banky%20pro%20obnovu%20a%20rozvoj
56481,100,0,111,1,19,2,133,A,Zm%u011Bna%20P%u0159%EDlohy%20I%20Mezin%E1rodn%ED%20%FAmluvy%20proti%20dopingu%20ve%20sportu
56482,101,0,111,0,22,1,134,A,Prot.%20a%20doh.mezi%20%u010CR%20a%20vl.Vietnam.soc.rep.%20o%20let.slu%u017Eb%E1ch
56483,102,0,117,0,18,0,135,A,Sml.mezi%20%u010CR%20a%20Rakouskou%20rep.%20o%20zamezen%ED%20dvoj%EDmu%20zdan%u011Bn%ED
56484,103,0,115,0,18,1,134,A,Smlouva%20Kolum.rep.-%u010CR%20dvoj%ED%20zdan%u011Bn%ED
56485,104,0,112,1,19,1,133,A,Sml.mezi%20%u010CR%20a%20vl.%20Kr%E1l.%20Sa%FAdsk%E9%20Ar%E1bie%20o%20zamez.dvoj.zdan%u011Bn%ED
56486,105,0,113,0,21,0,134,A,Prot.mezi%20%u010CR%20a%20vl.St%E1tu%20Izrael%20o%20leteck%E9%20doprav%u011B
56487,106,0,108,1,23,1,133,A,%DAml.o%20odpov%u011Bdnosti%20za%20%u0161kody%20zp%u016Fsoben%E9%20ropn%FDmi%20palivy
56488,106,0,116,0,17,0,133,A,%DAml.o%20odpov%u011Bdnosti%20za%20%u0161kody%20zp%u016Fsoben%E9%20ropn%FDmi%20palivy
56489,107,0,110,0,22,1,133,A,Sml.%20mezi%20%u010CR%20a%20Rep.%20Makedonie%20o%20mezin%E1rodn%ED%20silni%u010Dn%ED%20doprav%u011B
56490,108,0,115,0,17,1,133,A,Zm%u011Bny%20Dohody%20o%20Mezin%E1rodn%EDm%20m%u011Bnov%E9m%20fondu
56491,109,0,114,0,19,0,133,A,Sml.%20o%20spolupr%E1ci%20v%20oblasti%20ochrany%20sv%u011Bdk%u016F
56492,110,0,109,0,24,0,133,A,Sml.mezi%20%u010CR%20a%20%u010Cernou%20Horou%20o%20spol.%20v%20boji%20proti%20tr.%u010Dinnosti
56493,111,0,105,0,25,1,131,A,Doh.%20o%20leteck%E9%20doprav%u011B
56494,112,0,100,0,31,0,131,A,Zm%u011Bny%20%DAstavy%20a%20%DAmluvy%20Mezin%E1rodn%ED%20telekomunika%u010Dn%ED%20unie
56495,113,0,94,1,35,0,130,A,Sml.mezi%20%u010CR%20a%20Ma%u010Farskem%20o%20ochran%u011B%20utaj.informac%ED
56496,117,0,99,1,30,0,130,A,Sml.%20mezi%20%u010CR%20a%20Panamskou%20rep.%20o%20zamezen%ED%20dvoj%EDmu%20zdan%u011Bn%ED
56497,117,0,106,0,24,0,130,A,Sml.%20mezi%20%u010CR%20a%20Panamskou%20rep.%20o%20zamezen%ED%20dvoj%EDmu%20zdan%u011Bn%ED
56498,20,0,4,102,5,2,113,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56499,20,0,49,62,3,1,115,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56500,20,0,42,60,3,1,106,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56501,0,0,148,2,3,0,153,A,Po%u0159ad%20sch%u016Fze
56502,0,0,149,3,4,0,156,A,Po%u0159ad%20sch%u016Fze
56503,0,0,71,54,13,18,156,R,Po%u0159ad%20sch%u016Fze
56504,0,0,121,6,26,4,157,A,Po%u0159ad%20sch%u016Fze
56505,0,0,147,2,8,1,158,A,Po%u0159ad%20sch%u016Fze
56506,142,0,144,1,11,2,158,A,Zpr%E1va%20o%20finan%u010Dn%ED%20stabilit%u011B%202011/2012
56507,143,0,100,40,20,1,161,A,Zpr%E1va%20o%20v%FDkonu%20dohledu%20nad%20finan%u010Dn%EDm%20trhem%20za%20rok%202011
56508,144,0,102,8,45,6,161,A,Zpr%E1va%20o%20inflaci%20-%20%u010Dervenec%202012
56509,148,0,139,1,25,0,165,A,N%E1vrh%20%u010Dasov%E9ho%20harmonogramu%20projedn%E1v%E1n%ED%20vl%E1dn%EDho%20n%E1vrhu%20z%E1kona%20o%20st%E1t
56510,151,0,103,4,13,5,125,A,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56511,118,0,69,77,1,0,147,R,Vl.n.z.%20o%20zru%u0161en%ED%20z%E1kona%20o%20%FArazov%E9m%20poji%u0161t%u011Bn%ED%20zam%u011Bstnanc%u016F
56512,118,0,69,76,2,0,147,R,Vl.n.z.%20o%20zru%u0161en%ED%20z%E1kona%20o%20%FArazov%E9m%20poji%u0161t%u011Bn%ED%20zam%u011Bstnanc%u016F
56513,118,0,139,2,5,1,147,A,Vl.n.z.%20o%20zru%u0161en%ED%20z%E1kona%20o%20%FArazov%E9m%20poji%u0161t%u011Bn%ED%20zam%u011Bstnanc%u016F
56514,118,0,78,64,5,0,147,A,Vl.n.z.%20o%20zru%u0161en%ED%20z%E1kona%20o%20%FArazov%E9m%20poji%u0161t%u011Bn%ED%20zam%u011Bstnanc%u016F
56515,47,0,113,0,34,0,147,A,Novela%20z.%20o%20specifick%FDch%20zdravotn%EDch%20slu%u017Eb%E1ch
56516,0,0,65,0,66,0,131,R,Po%u0159ad%20sch%u016Fze
56517,0,0,124,3,6,5,138,A,Po%u0159ad%20sch%u016Fze
56518,0,0,131,5,6,2,144,A,Po%u0159ad%20sch%u016Fze
56519,0,0,101,38,6,0,145,A,Po%u0159ad%20sch%u016Fze
56520,0,0,145,2,2,0,149,A,Po%u0159ad%20sch%u016Fze
56521,0,0,145,2,1,1,149,A,Po%u0159ad%20sch%u016Fze
56522,0,0,75,56,9,9,149,A,Po%u0159ad%20sch%u016Fze
56523,0,0,123,9,15,2,149,A,Po%u0159ad%20sch%u016Fze
56524,0,0,70,65,9,5,149,R,Po%u0159ad%20sch%u016Fze
56525,0,0,67,65,8,10,150,R,Po%u0159ad%20sch%u016Fze
56526,0,0,68,67,9,6,150,R,Po%u0159ad%20sch%u016Fze
56527,0,0,66,65,13,6,150,R,Po%u0159ad%20sch%u016Fze
56528,0,0,65,72,8,5,150,R,Po%u0159ad%20sch%u016Fze
56529,0,0,139,6,5,0,150,A,Po%u0159ad%20sch%u016Fze
56530,132,0,140,0,11,0,151,A,N%E1vrh%20na%20zm%u011Bny%20ve%20slo%u017Een%ED%20org%E1n%u016F%20Poslaneck%E9%20sn%u011Bmovny
56531,132,0,142,0,9,0,151,A,N%E1vrh%20na%20zm%u011Bny%20ve%20slo%u017Een%ED%20org%E1n%u016F%20Poslaneck%E9%20sn%u011Bmovny
56532,133,0,136,1,16,0,153,A,N%E1vrh%20na%20jmenov%E1n%ED%20%u010Dlena%20RRTV
56533,87,0,81,62,2,2,147,A,Novela%20z.%20o%20zdravotn%EDch%20slu%u017Eb%E1ch
56534,91,0,85,20,13,16,134,A,Novela%20z.%20o%20poji%u0161%u0165ovnictv%ED
56535,94,0,73,58,11,1,143,A,N.z.%20o%20soci%E1ln%EDm%20bydlen%ED
56536,95,0,69,41,23,12,145,R,Novela%20z.%20o%20loteri%EDch
56537,95,0,123,2,21,2,148,A,Novela%20z.%20o%20loteri%EDch
56538,95,0,96,12,30,10,148,A,Novela%20z.%20o%20loteri%EDch
56539,96,0,69,43,16,6,134,A,Novela%20z.%20-%20trestn%ED%20z%E1kon%EDk
56540,39,0,43,75,7,12,137,R,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1k.%20v%20oblasti%20poji%u0161%u0165ov.%20a%20penzij.%20p%u0159ipoji%u0161.%20-%20EU
56541,39,0,127,2,8,0,137,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1k.%20v%20oblasti%20poji%u0161%u0165ov.%20a%20penzij.%20p%u0159ipoji%u0161.%20-%20EU
56542,39,0,74,31,23,9,137,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1k.%20v%20oblasti%20poji%u0161%u0165ov.%20a%20penzij.%20p%u0159ipoji%u0161.%20-%20EU
56543,39,0,59,60,7,3,129,R,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1k.%20v%20oblasti%20poji%u0161%u0165ov.%20a%20penzij.%20p%u0159ipoji%u0161.%20-%20EU
56544,39,0,69,37,17,9,132,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1k.%20v%20oblasti%20poji%u0161%u0165ov.%20a%20penzij.%20p%u0159ipoji%u0161.%20-%20EU
56545,39,0,124,2,7,0,133,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1k.%20v%20oblasti%20poji%u0161%u0165ov.%20a%20penzij.%20p%u0159ipoji%u0161.%20-%20EU
56546,39,0,68,51,10,6,135,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1k.%20v%20oblasti%20poji%u0161%u0165ov.%20a%20penzij.%20p%u0159ipoji%u0161.%20-%20EU
56547,0,0,145,4,4,2,155,A,Po%u0159ad%20sch%u016Fze
56548,0,0,106,21,10,19,156,A,Po%u0159ad%20sch%u016Fze
56549,0,0,95,13,29,19,156,A,Po%u0159ad%20sch%u016Fze
56550,0,0,80,40,19,15,154,A,Po%u0159ad%20sch%u016Fze
56551,0,0,117,5,24,8,154,A,Po%u0159ad%20sch%u016Fze
56552,0,0,74,45,13,20,152,R,Po%u0159ad%20sch%u016Fze
56553,0,0,76,65,7,8,156,R,Po%u0159ad%20sch%u016Fze
56554,123,0,149,0,6,2,157,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce
56555,123,0,150,0,4,3,157,A,Novela%20z.%20-%20z%E1kon%EDk%20pr%E1ce
56556,152,0,148,1,8,1,158,A,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56557,152,0,46,81,12,19,158,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56558,152,0,101,20,10,26,157,A,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56559,152,0,1,25,123,10,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56560,152,0,25,90,18,26,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56561,152,0,24,85,29,21,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56562,152,0,19,77,41,22,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56563,152,0,21,87,30,21,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56564,152,0,19,79,41,20,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56565,152,0,26,93,21,19,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56566,152,0,7,71,69,12,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56567,152,0,21,96,22,20,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56568,152,0,24,96,13,26,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56569,152,0,23,95,19,22,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56570,152,0,24,97,16,22,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56571,152,0,24,95,22,18,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56572,152,0,103,18,15,22,158,A,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56573,152,0,8,96,29,26,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56574,152,0,24,94,24,17,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56575,152,0,44,91,13,11,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56576,152,0,33,97,17,12,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56577,152,0,41,93,14,11,159,R,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56578,152,0,103,14,14,28,159,A,Vl.n.z.%20o%20podm%EDnk%E1ch%20obch.%20s%20povol.%20na%20emise%20sklen%EDk.plyn%u016F%20-%20EU
56579,130,0,137,2,14,5,158,A,Novela%20z.%20-%20%u0161kolsk%FD%20z%E1kon
56580,130,0,141,1,13,3,158,A,Novela%20z.%20-%20%u0161kolsk%FD%20z%E1kon
56581,130,0,142,0,12,4,158,A,Novela%20z.%20-%20%u0161kolsk%FD%20z%E1kon
56582,128,0,128,1,25,1,155,A,Novela%20z.%20o%20soci%E1ln%EDch%20slu%u017Eb%E1ch
56583,119,0,138,0,17,1,156,A,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d%20-%20EU
56584,119,0,9,80,44,23,156,R,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d%20-%20EU
56585,119,0,48,54,28,25,155,R,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d%20-%20EU
56586,119,0,143,1,11,1,156,A,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d%20-%20EU
56587,119,0,125,22,1,1,149,A,Novela%20z.%20-%20ob%u010Dansk%FD%20soudn%ED%20%u0159%E1d%20-%20EU
56588,120,0,72,72,5,3,152,R,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56589,120,0,81,44,22,5,152,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56590,120,0,144,0,7,1,152,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56591,120,0,77,47,21,5,150,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56592,120,0,152,0,1,0,153,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56593,120,0,61,84,4,2,151,R,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56594,120,0,72,76,1,3,152,R,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56595,120,0,96,27,24,7,154,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56596,120,0,91,39,16,5,151,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
56597,121,0,59,74,12,3,148,R,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56598,121,0,135,1,12,0,148,A,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56599,121,0,107,6,15,20,148,A,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56600,121,0,49,86,11,2,148,R,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56601,121,0,42,74,20,7,143,R,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56602,121,0,61,70,13,3,147,R,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56603,121,0,107,6,14,19,146,A,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56604,121,0,84,31,25,7,147,A,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
56605,122,0,123,0,23,0,146,A,Novela%20z.%20o%20provozov%E1n%ED%20rozhlasov%E9ho%20a%20tel.%20vys%EDl%E1n%ED
56606,122,0,122,0,20,4,146,A,Novela%20z.%20o%20provozov%E1n%ED%20rozhlasov%E9ho%20a%20tel.%20vys%EDl%E1n%ED
56607,124,0,120,0,23,1,144,A,Vl.n.z.%20o%20audiovizi
56608,124,0,124,0,21,0,145,A,Vl.n.z.%20o%20audiovizi
56609,124,0,10,74,47,14,145,R,Vl.n.z.%20o%20audiovizi
56610,124,0,125,1,18,0,144,A,Vl.n.z.%20o%20audiovizi
56611,124,0,126,1,18,0,145,A,Vl.n.z.%20o%20audiovizi
56612,124,0,128,0,16,1,145,A,Vl.n.z.%20o%20audiovizi
56613,125,0,60,61,2,2,125,R,Novela%20z.%20o%20rozpo%u010Dtov%FDch%20pravidlech
56614,125,0,59,66,4,2,131,R,Novela%20z.%20o%20rozpo%u010Dtov%FDch%20pravidlech
56615,125,0,125,3,5,0,133,A,Novela%20z.%20o%20rozpo%u010Dtov%FDch%20pravidlech
56616,125,0,129,2,2,0,133,A,Novela%20z.%20o%20rozpo%u010Dtov%FDch%20pravidlech
56617,125,0,113,1,17,3,134,A,Novela%20z.%20o%20rozpo%u010Dtov%FDch%20pravidlech
56618,125,0,51,59,12,12,134,R,Novela%20z.%20o%20rozpo%u010Dtov%FDch%20pravidlech
56619,125,0,81,29,19,3,132,A,Novela%20z.%20o%20rozpo%u010Dtov%FDch%20pravidlech
56620,126,0,107,0,22,0,129,A,Novela%20z.%20o%20vyvlastn%u011Bn%ED
56621,126,0,114,0,13,1,128,A,Novela%20z.%20o%20vyvlastn%u011Bn%ED
56622,126,0,60,40,17,11,128,R,Novela%20z.%20o%20vyvlastn%u011Bn%ED
56623,126,0,103,9,11,6,129,A,Novela%20z.%20o%20vyvlastn%u011Bn%ED
56624,127,0,113,0,15,0,128,A,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56625,127,0,115,1,12,0,128,A,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56626,127,0,118,0,10,0,128,A,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56627,127,0,117,0,11,0,128,A,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56628,127,0,120,0,9,0,129,A,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56629,127,0,71,6,33,19,129,A,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56630,127,0,57,60,10,2,129,R,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56631,127,0,56,60,10,3,129,R,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56632,127,0,73,42,10,5,130,A,Vl.n.z.%20o%20St%E1tn%EDm%20pozemkov%E9m%20%FA%u0159adu
56633,129,0,47,72,2,1,122,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56634,129,0,47,70,7,0,124,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56635,129,0,47,67,9,1,124,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56636,129,0,121,0,1,0,122,A,Novela%20z.%20-%20horn%ED%20z%E1kon
56637,129,0,44,74,3,1,122,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56638,129,0,45,74,4,0,123,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56639,129,0,43,72,7,1,123,R,Novela%20z.%20-%20horn%ED%20z%E1kon
56640,129,0,76,45,2,1,124,A,Novela%20z.%20-%20horn%ED%20z%E1kon
56641,131,0,113,2,7,0,122,A,Novela%20z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED
56642,131,0,30,68,11,13,122,R,Novela%20z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED
56643,131,0,115,0,7,0,122,A,Novela%20z.%20o%20dopl%u0148kov%E9m%20penzijn%EDm%20spo%u0159en%ED
56644,41,0,108,0,13,0,121,A,Novela%20z.%20o%20spot%u0159ebitelsk%E9m%20%FAv%u011Bru%20-%20EU
56645,41,0,85,17,18,2,122,A,Novela%20z.%20o%20spot%u0159ebitelsk%E9m%20%FAv%u011Bru%20-%20EU
56646,42,0,111,0,9,1,121,A,Novela%20z.o%20n%u011Bkter.opat%u0159en.proti%20leg.v%FDnos%u016F%20z%20trest.%u010Dinnosti%20-%20EU
56647,42,0,107,1,13,0,121,A,Novela%20z.o%20n%u011Bkter.opat%u0159en.proti%20leg.v%FDnos%u016F%20z%20trest.%u010Dinnosti%20-%20EU
56648,0,0,86,14,14,3,117,A,%20
56649,0,0,148,0,26,0,174,A,%20
56650,0,0,151,20,19,2,192,A,Po%u0159ad%20sch%u016Fze
56651,0,0,187,1,6,0,194,A,Po%u0159ad%20sch%u016Fze
56652,0,0,131,12,27,21,191,A,Po%u0159ad%20sch%u016Fze
56653,0,0,108,34,36,14,192,A,Po%u0159ad%20sch%u016Fze
56654,0,0,109,21,38,25,193,A,Po%u0159ad%20sch%u016Fze
56655,0,0,89,78,13,12,192,R,Po%u0159ad%20sch%u016Fze
56656,0,0,161,7,14,11,193,A,Po%u0159ad%20sch%u016Fze
56657,0,0,138,14,16,25,193,A,Po%u0159ad%20sch%u016Fze
56658,0,0,92,83,11,6,192,R,Po%u0159ad%20sch%u016Fze
56659,0,0,90,86,10,7,193,R,Po%u0159ad%20sch%u016Fze
56660,0,0,83,83,15,12,193,R,Po%u0159ad%20sch%u016Fze
56661,0,0,79,101,8,6,194,R,Po%u0159ad%20sch%u016Fze
56662,0,0,84,88,8,5,185,R,Po%u0159ad%20sch%u016Fze
56663,0,0,156,12,12,10,190,A,Po%u0159ad%20sch%u016Fze
56664,0,0,90,89,8,5,192,R,Po%u0159ad%20sch%u016Fze
56665,0,0,91,93,3,5,192,R,Po%u0159ad%20sch%u016Fze
56666,0,0,148,16,12,16,192,A,Po%u0159ad%20sch%u016Fze
56667,0,0,153,19,11,10,193,A,Po%u0159ad%20sch%u016Fze
56668,0,0,57,83,36,17,193,R,Po%u0159ad%20sch%u016Fze
56669,0,0,89,89,9,6,193,R,Po%u0159ad%20sch%u016Fze
56670,0,0,92,85,9,7,193,R,Po%u0159ad%20sch%u016Fze
56671,0,0,1,2,160,0,163,R,Po%u0159ad%20sch%u016Fze
56672,0,0,89,88,5,7,189,R,Po%u0159ad%20sch%u016Fze
56673,0,0,175,1,16,1,193,A,Po%u0159ad%20sch%u016Fze
56674,0,0,92,91,5,5,193,R,Po%u0159ad%20sch%u016Fze
56675,0,0,145,14,18,16,193,A,Po%u0159ad%20sch%u016Fze
56676,0,0,176,7,8,2,193,A,Po%u0159ad%20sch%u016Fze
56677,0,0,111,46,14,22,193,A,Po%u0159ad%20sch%u016Fze
56678,0,0,113,49,14,17,193,A,Po%u0159ad%20sch%u016Fze
56679,0,0,90,89,5,8,192,R,Po%u0159ad%20sch%u016Fze
